Date,Time,Temperature,Relative Temperature,Wind,Rel. Humidity
2014-01-01,0,0.24193548387096775,0.36764705882352944,0.0,0.44086021505376344
2014-01-01,1,0.20967741935483872,0.27941176470588236,0.21311475409836064,0.5591397849462365
2014-01-01,2,0.20967741935483872,0.3088235294117647,0.09836065573770492,0.5591397849462365
2014-01-01,3,0.24193548387096775,0.36764705882352944,0.0,0.44086021505376344
2014-01-01,4,0.20967741935483872,0.3382352941176471,0.0,0.6129032258064516
2014-01-01,5,0.22580645161290322,0.3235294117647059,0.09836065573770492,0.6129032258064516
2014-01-01,6,0.24193548387096775,0.36764705882352944,0.0,0.5698924731182796
2014-01-01,7,0.24193548387096775,0.36764705882352944,0.0,0.5268817204301075
2014-01-01,8,0.24193548387096775,0.3382352941176471,0.11475409836065574,0.5268817204301075
2014-01-01,9,0.27419354838709675,0.35294117647058826,0.21311475409836064,0.4838709677419355
2014-01-01,10,0.2903225806451613,0.35294117647058826,0.2786885245901639,0.5268817204301075
2014-01-01,11,0.3064516129032258,0.38235294117647056,0.21311475409836064,0.5376344086021505
2014-01-01,12,0.3387096774193548,0.4117647058823529,0.2459016393442623,0.45161290322580644
2014-01-01,13,0.3387096774193548,0.4264705882352941,0.18032786885245902,0.45161290322580644
2014-01-01,14,0.3709677419354839,0.45588235294117646,0.21311475409836064,0.3870967741935484
2014-01-01,15,0.3709677419354839,0.45588235294117646,0.2459016393442623,0.41935483870967744
2014-01-01,16,0.3387096774193548,0.45588235294117646,0.0,0.4946236559139785
2014-01-01,17,0.3225806451612903,0.4117647058823529,0.11475409836065574,0.5376344086021505
2014-01-01,18,0.3225806451612903,0.4264705882352941,0.09836065573770492,0.5376344086021505
2014-01-01,19,0.3225806451612903,0.4117647058823529,0.18032786885245902,0.6344086021505376
2014-01-01,20,0.3225806451612903,0.4264705882352941,0.09836065573770492,0.6344086021505376
2014-01-01,21,0.2903225806451613,0.38235294117647056,0.14754098360655737,0.7311827956989247
2014-01-01,22,0.2903225806451613,0.4117647058823529,0.0,0.7311827956989247
2014-01-01,23,0.2903225806451613,0.39705882352941174,0.09836065573770492,0.7311827956989247
2014-01-02,0,0.2903225806451613,0.4117647058823529,0.0,0.6774193548387096
2014-01-02,1,0.2903225806451613,0.4117647058823529,0.0,0.6774193548387096
2014-01-02,2,0.27419354838709675,0.39705882352941174,0.0,0.6774193548387096
2014-01-02,3,0.25806451612903225,0.35294117647058826,0.11475409836065574,0.7956989247311828
2014-01-02,4,0.25806451612903225,0.35294117647058826,0.11475409836065574,0.7956989247311828
2014-01-02,5,0.25806451612903225,0.35294117647058826,0.11475409836065574,0.7956989247311828
2014-01-02,6,0.24193548387096775,0.3235294117647059,0.18032786885245902,0.8602150537634409
2014-01-02,7,0.24193548387096775,0.3235294117647059,0.14754098360655737,0.8602150537634409
2014-01-02,8,0.25806451612903225,0.3235294117647059,0.21311475409836064,0.7956989247311828
2014-01-02,9,0.25806451612903225,0.3382352941176471,0.18032786885245902,0.8602150537634409
2014-01-02,10,0.25806451612903225,0.3382352941176471,0.14754098360655737,0.8602150537634409
2014-01-02,11,0.27419354838709675,0.3382352941176471,0.2459016393442623,0.7956989247311828
2014-01-02,12,0.27419354838709675,0.35294117647058826,0.18032786885245902,0.7956989247311828
2014-01-02,13,0.2903225806451613,0.35294117647058826,0.3114754098360656,0.7311827956989247
2014-01-02,14,0.2903225806451613,0.36764705882352944,0.18032786885245902,0.7311827956989247
2014-01-02,15,0.27419354838709675,0.3382352941176471,0.2786885245901639,0.7956989247311828
2014-01-02,16,0.27419354838709675,0.3382352941176471,0.2459016393442623,0.7956989247311828
2014-01-02,17,0.27419354838709675,0.35294117647058826,0.21311475409836064,0.8602150537634409
2014-01-02,18,0.25806451612903225,0.3235294117647059,0.2459016393442623,0.8602150537634409
2014-01-02,19,0.24193548387096775,0.3382352941176471,0.11475409836065574,0.8602150537634409
2014-01-02,20,0.24193548387096775,0.3235294117647059,0.18032786885245902,0.8602150537634409
2014-01-02,21,0.24193548387096775,0.29411764705882354,0.3114754098360656,0.8602150537634409
2014-01-02,22,0.24193548387096775,0.29411764705882354,0.3114754098360656,0.7956989247311828
2014-01-02,23,0.24193548387096775,0.29411764705882354,0.3114754098360656,0.7956989247311828
2014-01-03,0,0.24193548387096775,0.27941176470588236,0.39344262295081966,0.7956989247311828
2014-01-03,1,0.20967741935483872,0.25,0.39344262295081966,0.7849462365591398
2014-01-03,2,0.1935483870967742,0.23529411764705882,0.39344262295081966,0.7204301075268817
2014-01-03,3,0.1774193548387097,0.17647058823529413,0.819672131147541,0.7204301075268817
2014-01-03,4,0.12903225806451613,0.11764705882352941,0.7049180327868853,0.6559139784946236
2014-01-03,5,0.11290322580645161,0.10294117647058823,0.6721311475409836,0.6021505376344086
2014-01-03,6,0.11290322580645161,0.11764705882352941,0.6065573770491803,0.5483870967741935
2014-01-03,7,0.0967741935483871,0.10294117647058823,0.4918032786885246,0.5913978494623656
2014-01-03,8,0.11290322580645161,0.11764705882352941,0.4918032786885246,0.4946236559139785
2014-01-03,9,0.11290322580645161,0.10294117647058823,0.6721311475409836,0.45161290322580644
2014-01-03,10,0.11290322580645161,0.11764705882352941,0.6065573770491803,0.4946236559139785
2014-01-03,11,0.12903225806451613,0.1323529411764706,0.639344262295082,0.40860215053763443
